"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"22.02.2021","225,63","226,46","227,30","223,04","31,46M","-0,09%"
"20.02.2021","225,84","226,40","227,10","225,00","6,06M","-0,07%"
"19.02.2021","226,00","224,01","226,26","221,10","44,90M","0,68%"
"18.02.2021","224,47","229,00","229,00","224,01","43,79M","-2,04%"
"17.02.2021","229,14","232,32","233,35","225,33","64,55M","-1,43%"
"16.02.2021","232,46","230,00","233,22","227,57","86,02M","1,41%"
"15.02.2021","229,22","228,49","230,00","226,70","59,95M","1,11%"
"12.02.2021","226,71","220,60","227,47","216,77","69,25M","2,42%"
"11.02.2021","221,35","223,49","223,67","220,73","34,55M","-0,85%"
"10.02.2021","223,24","227,98","228,29","221,80","41,90M","-1,97%"
"09.02.2021","227,73","229,00","229,49","225,80","60,64M","-0,12%"
"08.02.2021","228,00","223,04","228,00","223,00","67,21M","2,70%"
"05.02.2021","222,01","220,68","222,21","219,00","42,22M","1,01%"
"04.02.2021","219,79","218,70","221,40","216,88","47,94M","0,77%"
"03.02.2021","218,10","215,42","218,42","213,79","46,03M","1,72%"
"02.02.2021","214,42","215,60","219,74","213,25","78,07M","-0,11%"
"01.02.2021","214,66","214,70","214,87","212,24","39,37M","0,86%"
"29.01.2021","212,83","216,70","216,75","212,47","66,78M","-2,24%"
"28.01.2021","217,70","215,99","219,49","214,26","52,43M","0,14%"
"27.01.2021","217,40","219,49","222,00","216,44","59,30M","-0,64%"
"26.01.2021","218,80","216,52","220,29","215,71","45,21M","0,05%"
"25.01.2021","218,68","216,90","219,66","214,53","74,57M","1,48%"
"22.01.2021","215,49","216,50","216,50","210,50","94,81M","-0,82%"
"21.01.2021","217,28","224,38","224,96","217,22","76,73M","-3,13%"
"20.01.2021","224,30","223,00","225,78","221,55","51,39M","0,52%"
"19.01.2021","223,15","227,65","228,85","223,00","66,68M","-1,64%"
"18.01.2021","226,88","225,55","228,50","221,34","69,18M","0,17%"
"15.01.2021","226,50","227,50","230,70","226,00","54,81M","-1,03%"
"14.01.2021","228,86","226,15","229,57","223,20","60,22M","0,91%"
"13.01.2021","226,80","229,29","230,35","225,20","61,14M","-0,83%"
"12.01.2021","228,69","229,00","231,44","225,66","64,40M","0,48%"
"11.01.2021","227,60","225,17","231,00","221,81","112,71M","0,94%"
"08.01.2021","225,49","217,12","226,24","217,00","101,04M","5,18%"
"06.01.2021","214,38","215,50","216,80","213,07","47,95M","-0,44%"
"05.01.2021","215,32","213,20","215,38","210,22","48,94M","1,23%"
"04.01.2021","212,71","212,71","216,63","211,64","55,46M","-0,13%"
"30.12.2020","212,98","209,88","213,38","209,50","74,74M","2,03%"
"29.12.2020","208,75","206,98","210,00","206,61","42,37M","1,28%"
"28.12.2020","206,11","205,53","207,86","205,15","35,06M","0,53%"
"25.12.2020","205,03","206,20","206,73","204,01","16,53M","-0,59%"
"24.12.2020","206,24","208,52","209,96","203,15","59,17M","-0,67%"
"23.12.2020","207,63","209,00","212,78","206,20","78,92M","-0,37%"
"22.12.2020","208,40","200,70","210,68","199,19","109,99M","2,43%"
"21.12.2020","203,46","209,97","209,99","200,80","123,67M","-4,34%"
"18.12.2020","212,69","214,00","214,50","207,22","133,80M","-0,85%"
"17.12.2020","214,52","206,69","215,38","206,51","159,63M","4,03%"
"16.12.2020","206,20","201,00","206,20","199,54","75,25M","2,59%"
"15.12.2020","201,00","199,01","202,29","197,05","65,57M","0,55%"
"14.12.2020","199,91","203,50","207,85","198,78","123,35M","-0,79%"
"11.12.2020","201,50","193,01","201,63","192,31","103,07M","4,43%"
"10.12.2020","192,95","189,55","193,51","188,67","54,37M","1,90%"
"09.12.2020","189,35","190,30","193,09","189,05","52,70M","-0,34%"
"08.12.2020","190,00","190,35","191,45","187,80","48,45M","-0,40%"
"07.12.2020","190,76","188,22","192,85","187,80","53,54M","1,04%"
"04.12.2020","188,79","186,21","189,42","185,85","50,72M","1,98%"
"03.12.2020","185,12","186,99","187,58","184,37","35,90M","-1,12%"
"02.12.2020","187,22","185,00","187,24","183,12","40,25M","1,01%"
